emp_no,salary,from_date
10584,97284,1998-02-14
10584,99187,1999-02-14
10584,100331,2000-02-14
10584,104787,2001-02-13
10584,105818,2002-02-13
10587,81562,1991-11-20
10587,82608,1992-11-19
10587,82744,1993-11-19
10587,82298,1994-11-19
10587,85360,1995-11-19
10587,85335,1996-11-18
10587,86154,1997-11-18
10587,87200,1998-11-18
10587,89960,1999-11-18
10587,89579,2000-11-17
10587,91554,2001-11-17
10590,80791,2000-04-05
10590,82411,2001-04-05
10590,84721,2002-04-04
10593,80498,1998-09-10
10593,80797,1999-09-10
10593,81562,2000-09-09
10593,84683,2001-09-09
10597,80285,2002-03-29
10603,101271,1995-07-20
10603,105537,1996-07-19
10603,108207,1997-07-19
10603,109772,1998-07-19
10603,113319,1999-07-19
10603,115123,2000-07-18
10603,116719,2001-07-18
10603,118613,2002-07-18
10609,80458,1994-12-03
10609,82481,1995-12-03
10609,85235,1996-12-02
10609,88419,1997-12-02
10609,90504,1998-12-02
10609,90927,1999-12-02
10609,93454,2000-12-01
10609,95241,2001-12-01
10616,87010,1996-11-07
10616,87595,1997-11-07
10616,89173,1998-11-07
10616,90449,1999-11-07
10616,93135,2000-11-06
10616,93833,2001-11-06
10619,81662,1993-04-09
10619,82606,1994-04-09
10619,83164,1995-04-09
10619,85355,1996-04-08
10619,86634,1997-04-08
10619,90355,1998-04-08
10619,94075,1999-04-08
10619,93868,2000-04-07
10619,95828,2001-04-07
10619,99689,2002-04-06
10621,81469,2002-02-07
10623,82597,2001-01-12
10623,86399,2002-01-12
10628,81830,2002-03-10
10629,87045,1999-10-20
10629,91241,2000-10-19
10629,95467,2001-10-19
10632,81733,1985-07-25
10632,81394,1986-07-25
10632,84299,1987-07-25
10633,81900,1997-05-16
10633,85077,1998-05-16
10633,89362,1999-05-16
10633,91269,2000-05-15
10633,93996,2001-05-15
10633,96424,2002-05-15
10637,103579,1993-07-11
10637,106753,1994-07-11
10637,109892,1995-07-11
10637,111689,1996-07-10
10637,113629,1997-07-10
10637,117483,1998-07-10
10637,117547,1999-07-10
10640,81090,2000-12-02
10640,82631,2001-12-02
10643,81845,2000-11-07
10643,81463,2001-11-07
10644,81040,1990-05-28
10644,81036,1991-05-28
10644,80554,1992-05-27
10644,81806,1993-05-27
10644,81768,1994-05-27
10644,81275,1995-05-27
10655,82968,1997-07-04
10655,83518,1998-07-04
10655,87675,1999-07-04
10655,91463,2000-07-03
10655,95709,2001-07-03
10655,99498,2002-07-03
10657,80161,2002-03-24
10666,82076,1990-05-20
10666,84420,1991-05-20
10666,87034,1992-05-19
10666,90543,1993-05-19
10666,90892,1994-05-19
10666,92757,1995-05-19
10666,96493,1996-05-18
10666,98285,1997-05-18
10666,101462,1998-05-18
10666,105688,1999-05-18
10666,109858,2000-05-17
10666,112523,2001-05-17
10666,112604,2002-05-17
10670,80016,1990-03-23
10670,80937,1991-03-23
10670,82183,1992-03-22
10670,82086,1993-03-22
10670,85564,1994-03-22
10670,85280,1995-03-22
10670,86642,1996-03-21
10670,88194,1997-03-21
10670,90318,1998-03-21
10670,93593,1999-03-21
10670,94645,2000-03-20
10670,94857,2001-03-20
10670,97173,2002-03-20
10671,80604,2000-09-12
10671,85001,2001-09-12
10675,81052,2000-02-01
10675,84846,2001-01-31
10675,85978,2002-01-31
10678,83511,1996-07-30
10678,86266,1997-07-30
10678,86864,1998-07-30
10678,90586,1999-07-30
10678,93699,2000-07-29
10678,95413,2001-07-29
10678,95475,2002-07-29
10681,84136,1995-10-02
10681,85912,1996-10-01
10681,90369,1997-10-01
10681,90931,1998-10-01
10681,92027,1999-10-01
10681,94829,2000-09-30
10681,96834,2001-09-30
10688,88410,1986-04-13
10688,89818,1987-04-13
10688,93447,1988-04-12
10688,95059,1989-04-12
10688,96837,1990-04-12
10688,97737,1991-04-12
10688,101732,1992-04-11
10688,102592,1993-04-11
10688,104821,1994-04-11
10688,106278,1995-04-11
10688,110338,1996-04-10
10688,110058,1997-04-10
10688,109609,1998-04-10
10688,109765,1999-04-10
10688,112357,2000-04-09
10688,114348,2001-04-09
10688,114919,2002-04-09
10690,81255,1993-08-21
10690,83658,1994-08-21
10690,87424,1995-08-21
10690,91577,1996-08-20
10690,93100,1997-08-20
10690,93880,1998-08-20
10690,96421,1999-08-20
10690,100200,2000-08-19
10690,100949,2001-08-19
10692,81380,1993-03-22
10692,84328,1994-03-22
10692,84526,1995-03-22
10692,85374,1996-03-21
10692,85069,1997-03-21
10692,85644,1998-03-21
10692,88722,1999-03-21
10692,90871,2000-03-20
10692,90753,2001-03-20
10692,93492,2002-03-20
10695,85720,1998-05-19
10695,87470,1999-05-19
10695,90987,2000-05-18
10695,92733,2001-05-18
10695,93037,2002-05-18
10699,80252,2001-11-13
10701,81034,1989-10-26
10701,84245,1990-10-26
10701,85185,1991-10-26
10701,87549,1992-10-25
10701,91221,1993-10-25
10701,95101,1994-10-25
10701,94848,1995-10-25
10701,96826,1996-10-24
10701,99223,1997-10-24
10701,99669,1998-10-24
10701,103261,1999-10-24
10701,105663,2000-10-23
10701,105545,2001-10-23
10705,83673,1990-07-18
10705,83200,1991-07-18
10705,83585,1992-07-17
10705,84064,1993-07-17
10705,84774,1994-07-17
10705,88059,1995-07-17
10705,88792,1996-07-16
10705,89927,1997-07-16
10705,91123,1998-07-16
10705,91214,1999-07-16
10705,95260,2000-07-15
10705,96870,2001-07-15
10705,99116,2002-07-15
10710,81701,1998-07-08
10710,83708,1999-07-08
10710,85626,2000-07-07
10710,86628,2001-07-07
10710,89961,2002-07-07
10713,81940,1990-04-25
10713,83286,1991-04-25
10713,84172,1992-04-24
10713,86921,1993-04-24
10713,90369,1994-04-24
10713,92274,1995-04-24
10713,91811,1996-04-23
10713,95905,1997-04-23
10713,98595,1998-04-23
10713,101381,1999-04-23
10713,103459,2000-04-22
10718,81919,1990-07-21
10718,81973,1991-07-21
10718,84595,1992-07-20
10718,84264,1993-07-20
10718,85091,1994-07-20
10718,88847,1995-07-20
10718,89607,1996-07-19
10718,90238,1997-07-19
10718,94015,1998-07-19
10718,94966,1999-07-19
10718,95913,2000-07-18
10718,98107,2001-07-18
10718,100158,2002-07-18
10722,80592,1996-01-16
10722,81453,1997-01-15
10722,81101,1998-01-15
10722,82363,1999-01-15
10722,85872,2000-01-15
10725,81022,1991-09-08
10725,81934,1992-09-07
10725,85996,1993-09-07
10725,85580,1994-09-07
10725,89160,1995-09-07
10725,93586,1996-09-06
10725,97262,1997-09-06
10725,97782,1998-09-06
10725,100362,1999-09-06
10725,101831,2000-09-05
10725,105260,2001-09-05
10727,80430,1998-01-06
10727,81702,1999-01-06
10727,84461,2000-01-06
10731,83211,1989-02-19
10731,87228,1990-02-19
10731,87856,1991-02-19
10731,91116,1992-02-19
10731,91040,1993-02-18
10731,92099,1994-02-18
10731,92632,1995-02-18
10731,92481,1996-02-18
10731,92838,1997-02-17
10731,93400,1998-02-17
10731,97321,1999-02-17
10731,98444,2000-02-17
10741,80937,2000-01-04
10741,84753,2001-01-03
10741,85872,2002-01-03
10743,80074,2001-11-04
10744,89495,1985-12-29
10744,93116,1986-12-29
10744,94682,1987-12-29
10744,95247,1988-12-28
10744,97469,1989-12-28
10744,97252,1990-12-28
10744,98705,1991-12-28
10749,82263,1995-09-24
10749,84003,1996-09-23
10749,88453,1997-09-23
10749,89491,1998-09-23
10749,93542,1999-09-23
10749,94995,2000-09-22
10749,97148,2001-09-22
10753,82623,1995-05-15
10753,84600,1996-05-14
10753,87276,1997-05-14
10753,91286,1998-05-14
10753,93590,1999-05-14
10754,80344,1997-01-08
10754,82018,1998-01-08
10754,85363,1999-01-08
10754,86734,2000-01-08
10754,90382,2001-01-07
10754,91523,2002-01-07
10763,80155,1990-02-22
10763,83471,1991-02-22
10763,87021,1992-02-22
10763,89407,1993-02-21
10763,91547,1994-02-21
10763,92687,1995-02-21
10763,95561,1996-02-21
10763,96521,1997-02-20
10763,97963,1998-02-20
10763,101827,1999-02-20
10763,102468,2000-02-20
10763,102778,2001-02-19
10763,104593,2002-02-19
10764,81047,1994-11-26
10764,84287,1995-11-26
10764,88686,1996-11-25
10764,93033,1997-11-25
10764,92666,1998-11-25
10764,93899,1999-11-25
10764,94929,2000-11-24
10764,96507,2001-11-24
10768,80247,1993-07-02
10768,81641,1994-07-02
10768,84335,1995-07-02
10768,87424,1996-07-01
10768,91135,1997-07-01
10768,91836,1998-07-01
10768,96292,1999-07-01
10768,96461,2000-06-30
10768,98496,2001-06-30
10768,102666,2002-06-30
10769,83983,1997-08-28
10769,87447,1998-08-28
10769,87041,1999-08-28
10769,89759,2000-08-27
10769,93880,2001-08-27
10776,81372,1996-03-13
10776,84309,1997-03-13
10776,86891,1998-03-13
10776,87443,1999-03-13
10776,87841,2000-03-12
10776,91412,2001-03-12
10776,95712,2002-03-12
10778,82899,1994-07-02
10778,84181,1995-07-02
10778,86302,1996-07-01
10778,86730,1997-07-01
10778,90556,1998-07-01
10778,95054,1999-07-01
10778,99510,2000-06-30
10778,99073,2001-06-30
10778,101432,2002-06-30
10792,81843,1993-08-08
10795,84206,1993-05-03
10795,88229,1994-05-03
10795,88520,1995-05-03
10795,89159,1996-05-02
10795,90932,1997-05-02
10795,93237,1998-05-02
10795,93739,1999-05-02
10795,97866,2000-05-01
10795,101092,2001-05-01
10795,104291,2002-05-01
10803,82507,2001-04-17
10805,82058,2000-05-22
10805,86175,2001-05-22
10805,87978,2002-05-22
10813,81533,2001-04-24
10813,83035,2002-04-24
10814,80837,2000-07-15
10814,81812,2001-07-15
10814,83290,2002-07-15
10819,81679,1999-07-30
10820,83643,1998-06-25
10820,84483,1999-06-25
10820,85775,2000-06-24
10820,85809,2001-06-24
10820,87476,2002-06-24
10831,82330,1998-02-22
10831,83359,1999-02-22
10831,84288,2000-02-22
10831,87734,2001-02-21
10831,88183,2002-02-21
10832,80342,1989-10-10
10832,84161,1990-10-10
10832,84773,1991-10-10
10832,86342,1992-10-09
10832,86971,1993-10-09
10832,90856,1994-10-09
10832,94200,1995-10-09
10832,93871,1996-10-08
10832,96112,1997-10-08
10832,95657,1998-10-08
10832,97870,1999-10-08
10832,99218,2000-10-07
10832,99869,2001-10-07
10836,83146,1994-08-08
10836,85682,1995-08-08
10836,85350,1996-08-07
10836,89755,1997-08-07
10836,90698,1998-08-07
10836,94902,1999-08-07
10836,98162,2000-08-06
10836,99085,2001-08-06
10837,80879,1986-01-14
10837,80875,1987-01-14
10837,80929,1988-01-14
10837,82431,1989-01-13
10837,84081,1990-01-13
10837,84426,1991-01-13
10837,85278,1992-01-13
10837,89622,1993-01-12
10837,93284,1994-01-12
10837,97577,1995-01-12
10837,98157,1996-01-12
10837,99101,1997-01-11
10837,101202,1998-01-11
10837,101702,1999-01-11
10837,101731,2000-01-11
10837,106104,2001-01-10
10837,108698,2002-01-10
10845,80198,2001-01-24
10845,83424,2002-01-24
10848,81279,1999-04-17
10848,82448,2000-04-16
10848,85339,2001-04-16
10848,87285,2002-04-16
10849,82717,2001-06-23
10849,84839,2002-06-23
10862,81455,1985-07-23
10862,82490,1986-07-23
10862,83881,1987-07-23
10862,83565,1988-07-22
10862,83899,1989-07-22
10862,87339,1990-07-22
10862,89913,1991-07-22
10862,94004,1992-07-21
10862,94080,1993-07-21
10862,95433,1994-07-21
10862,95069,1995-07-21
10862,94795,1996-07-20
10862,95130,1997-07-20
10862,98943,1998-07-20
10862,99974,1999-07-20
10862,102535,2000-07-19
10862,102695,2001-07-19
10862,106685,2002-07-19
10863,82876,1999-12-22
10863,82798,2000-12-21
10863,83361,2001-12-21
10864,81285,1995-09-23
10864,80942,1996-09-22
10864,81272,1997-09-22
10864,82937,1998-09-22
10864,83221,1999-09-22
10864,83131,2000-09-21
10864,86188,2001-09-21
10868,82133,2002-03-17
10870,81538,1996-01-11
10870,81776,1997-01-10
10870,82978,1998-01-10
10870,87343,1999-01-10
10870,90171,2000-01-10
10870,89930,2001-01-09
10870,91601,2002-01-09
10873,84060,2002-03-21
10874,82089,2001-04-18
10874,84001,2002-04-18
10877,80508,2002-06-02
10878,80296,2001-04-24
10878,84104,2002-04-24
10879,80937,1994-08-13
10879,81446,1995-08-13
10879,81903,1996-08-12
10879,82715,1997-08-12
10879,86997,1998-08-12
10879,89746,1999-08-12
10879,92306,2000-08-11
10879,91902,2001-08-11
10885,81218,1992-08-18
10885,82891,1993-08-18
10885,85702,1994-08-18
10885,89342,1995-08-18
10885,91278,1996-08-17
10885,91541,1997-08-17
10885,93359,1998-08-17
10885,93790,1999-08-17
10885,95274,2000-08-16
10885,97533,2001-08-16
10887,82234,1995-03-16
10887,85308,1996-03-15
10887,85484,1997-03-15
10887,88665,1998-03-15
10887,91884,1999-03-15
10887,95714,2000-03-14
10887,97929,2001-03-14
10887,101291,2002-03-14
10889,80726,1997-08-08
10889,82816,1998-08-08
10889,84713,1999-08-08
10889,85385,2000-08-07
10889,89362,2001-08-07
10890,80247,1995-03-09
10890,80164,1996-03-08
10890,84153,1997-03-08
10890,86202,1998-03-08
10890,90401,1999-03-08
10890,90585,2000-03-07
10890,93124,2001-03-07
10890,95299,2002-03-07
10893,80164,1990-08-23
10893,82879,1991-08-23
10893,82406,1992-08-22
10893,82032,1993-08-22
10893,85223,1994-08-22
10893,88632,1995-08-22
10893,91382,1996-08-21
10893,92011,1997-08-21
10893,93815,1998-08-21
10893,95546,1999-08-21
10893,98559,2000-08-20
10893,99925,2001-08-20
10897,92925,1986-04-09
10897,92940,1987-04-09
10897,96970,1988-04-08
10897,98202,1989-04-08
10897,102597,1990-04-08
10897,104996,1991-04-08
10897,109227,1992-04-07
10897,109630,1993-04-07
10897,113700,1994-04-07
10897,117535,1995-04-07
10897,117900,1996-04-05
10897,119879,1997-04-05
10897,123527,1998-04-06
10897,127479,1999-04-06
10897,131431,2000-04-05
10897,135407,2001-04-05
10897,136004,2002-04-04
10909,80935,1993-12-26
10909,84921,1994-12-26
10909,88061,1995-12-26
10909,91260,1996-12-25
10909,92296,1997-12-25
10909,92396,1998-12-25
10909,95632,1999-12-25
10909,95433,2000-12-24
10909,96667,2001-12-24
10911,80216,1991-06-25
10911,84497,1992-06-24
10911,85942,1993-06-24
10911,87672,1994-06-24
10911,90667,1995-06-24
10911,93632,1996-06-23
10911,93876,1997-06-23
10911,95068,1998-06-23
10911,98425,1999-06-23
10911,102334,2000-06-22
10911,103649,2001-06-22
10911,105549,2002-06-22
10917,82750,1995-01-30
10917,84475,1996-01-30
10917,84096,1997-01-29
10917,87141,1998-01-29
10917,88943,1999-01-29
10917,90445,2000-01-29
10917,90958,2001-01-28
10917,95052,2002-01-28
10919,88498,1999-10-30
10919,89853,2000-10-29
10919,90091,2001-10-28
10921,80035,1991-07-26
10921,82366,1992-07-25
10921,83392,1993-07-25
10921,85491,1994-07-25
10921,85688,1995-07-25
10921,85914,1996-07-24
10921,87145,1997-07-24
10921,88585,1998-07-24
10921,92694,1999-07-24
10921,97147,2000-07-23
10921,98173,2001-07-23
10921,99406,2002-07-23
10924,84783,1988-08-14
10924,84406,1989-08-14
10924,87397,1990-08-14
10924,88741,1991-08-14
10924,90158,1992-08-13
10924,91727,1993-08-13
10924,92992,1994-08-13
10924,94321,1995-08-13
10924,98130,1996-08-12
10924,101329,1997-08-12
10924,104032,1998-08-12
10924,104403,1999-08-12
10924,104206,2000-08-11
10924,108286,2001-08-11
10938,80322,1989-09-23
10938,84086,1990-09-23
10938,83719,1991-09-23
10938,87892,1992-09-22
10938,89092,1993-09-22
10938,92643,1994-09-22
10938,95332,1995-09-22
10938,99275,1996-09-21
10938,99936,1997-09-21
10938,101333,1998-09-21
10938,102497,1999-09-21
10938,106756,2000-09-20
10938,108280,2001-09-20
10940,80754,1999-06-30
10953,80699,1994-02-10
10953,84721,1995-02-10
10953,89121,1996-02-10
10953,90687,1997-02-09
10953,93062,1998-02-09
10953,92996,1999-02-09
10953,94733,2000-02-09
10953,98686,2001-02-08
10953,101751,2002-02-08
10955,97936,1986-09-27
10955,100599,1987-09-27
10955,101177,1988-09-26
10955,103528,1989-09-26
10955,104369,1990-09-26
10955,107848,1991-09-26
10955,110243,1992-09-25
10955,112964,1993-09-25
10955,112510,1994-09-25
10955,116055,1995-09-25
10955,118611,1996-09-24
10955,118971,1997-09-24
10955,121465,1998-09-24
10955,122261,1999-09-24
10955,125417,2000-09-23
10955,125713,2001-09-23
10961,80043,1997-11-03
10961,83561,1998-11-03
10961,85718,1999-11-03
10961,88418,2000-11-02
10961,91074,2001-11-02
10962,80228,1989-12-15
10962,83829,1990-12-15
10962,84710,1991-12-15
10962,87907,1992-12-14
10962,90562,1993-12-14
10962,91286,1994-12-14
10962,92796,1995-12-14
10962,95198,1996-12-13
10962,95752,1997-12-13
10962,100073,1998-12-13
10962,100181,1999-12-13
10962,100327,2000-12-12
10962,100477,2001-12-12
10964,80359,1999-05-03
10964,83375,2000-05-02
10964,85674,2001-05-02
10964,85414,2002-05-02
10965,81215,1996-07-26
10965,81343,1997-07-26
10965,84246,1998-07-26
10965,88651,1999-07-26
10965,92294,2000-07-25
10965,93983,2001-07-25
10965,95372,2002-07-25
10966,80829,2002-02-04
10968,83211,1991-08-10
10968,83359,1992-08-09
10968,85846,1993-08-09
10968,88169,1994-08-09
10968,91942,1995-08-09
10968,92202,1996-08-08
10968,93868,1997-08-08
10968,98151,1998-08-08
10968,99762,1999-08-08
10968,101302,2000-08-07
10968,102344,2001-08-07
10973,80438,2002-03-02
10978,82188,2000-05-14
10978,85800,2001-05-14
10978,86796,2002-05-14
10979,80142,2002-01-23
10980,80455,1999-01-02
10980,80686,2000-01-02
10980,83168,2001-01-01
10980,85016,2002-01-01
10981,80674,1992-07-07
10981,84983,1993-07-07
10981,87728,1994-07-07
10981,90082,1995-07-07
10981,90016,1996-07-06
10981,90292,1997-07-06
10981,90283,1998-07-06
10981,91574,1999-07-06
10981,91991,2000-07-05
10981,92678,2001-07-05
10981,95533,2002-07-05
10988,82704,1999-06-16
10988,86246,2000-06-15
10988,86565,2001-06-15
10988,86877,2002-06-15
10992,82629,2000-04-26
10992,83581,2001-04-26
10992,84076,2002-04-26
11001,81255,2001-02-19
11001,85295,2002-02-19
11008,80615,1998-08-24
11008,84137,1999-08-24
11008,87238,2000-08-23
11008,87335,2001-08-23
11009,83459,1988-09-08
11009,83931,1989-09-08
11009,84318,1990-09-08
11009,84253,1991-09-08
11009,85829,1992-09-07
11009,85837,1993-09-07
11009,88441,1994-09-07
11009,88889,1995-09-07
11009,90790,1996-09-06
11009,92433,1997-09-06
11009,94709,1998-09-06
11009,96848,1999-09-06
11009,98325,2000-09-05
11009,100178,2001-09-05
11010,80754,1987-12-18
11010,83843,1988-12-17
11010,86127,1989-12-17
11010,85696,1990-12-17
11010,87991,1991-12-17
11010,88317,1992-12-16
11010,92209,1993-12-16
11010,93544,1994-12-16
11010,93088,1995-12-16
11010,96370,1996-12-15
11010,97289,1997-12-15
11010,98204,1998-12-15
11010,101740,1999-12-15
11010,104012,2000-12-14
11010,107605,2001-12-14
11018,82125,1994-01-25
11018,85192,1995-01-25
11018,86392,1996-01-25
11019,80212,2000-05-22
11019,83194,2001-05-22
11019,84841,2002-05-22
11022,85058,1993-02-02
11022,87174,1994-02-02
11022,88431,1995-02-02
11022,88940,1996-02-02
11022,88466,1997-02-01
11022,91485,1998-02-01
11022,91794,1999-02-01
11022,94674,2000-02-01
11022,98415,2001-01-31
11022,102594,2002-01-31
11024,85419,1995-04-05
11024,88286,1996-04-03
11024,92292,1997-04-03
11024,92496,1998-04-03
11024,92645,1999-04-03
11024,92897,2000-04-03
11024,95126,2001-04-03
11026,81279,1998-11-06
11026,80999,1999-11-06
11026,82645,2000-11-05
11026,82252,2001-11-05
11029,90110,1992-12-27
11029,90836,1993-12-27
11029,95198,1994-12-27
11029,96634,1995-12-27
11029,100710,1996-12-26
11029,103056,1997-12-26
11029,106060,1998-12-26
11029,106573,1999-12-26
11029,110964,2000-12-25
11029,110670,2001-12-25
11031,82019,1989-10-23
11031,85745,1990-10-23
11031,87140,1991-10-23
11031,89580,1992-10-22
11031,93329,1993-10-22
11031,94066,1994-10-22
11031,95587,1995-10-22
11031,99384,1996-10-21
11031,101075,1997-10-21
11031,101136,1998-10-21
11031,102223,1999-10-21
11031,105581,2000-10-20
11031,108102,2001-10-20
11038,82807,2000-07-11
11038,86452,2001-07-11
11038,89602,2002-07-11
11040,80652,2000-01-19
11040,81888,2001-01-18
11040,84752,2002-01-18
11046,80125,1999-01-20
11046,81371,2001-01-19
11046,85410,2002-01-19
11049,81133,2002-05-10
11050,80037,2000-05-02
11050,81990,2001-05-02
11050,83373,2002-05-02
11056,80405,1998-07-01
11056,81893,1999-07-01
11056,85084,2000-06-30
11056,86023,2001-06-30
11056,89685,2002-06-30
11059,83102,1998-11-14
11059,82762,1999-11-14
11059,83415,2000-11-13
11059,86161,2001-11-13
11061,81257,1993-02-19
11061,81693,1994-02-19
11061,85742,1995-02-19
11061,86788,1996-02-19
11061,87083,1997-02-18
11061,90658,1998-02-18
11061,94433,1999-02-18
11061,94562,2000-02-18
11061,98334,2001-02-17
11061,101549,2002-02-17
11073,80125,1992-10-22
11073,81656,1993-10-22
11073,81647,1994-10-22
11073,84751,1995-10-22
11073,88801,1996-10-21
11073,88606,1997-10-21
11073,92180,1998-10-21
11073,91733,1999-10-21
11073,91257,2000-10-20
11073,95670,2001-10-20
11075,82236,2001-05-05
11075,82282,2002-05-05
11081,82489,1991-06-16
11081,83487,1992-06-15
11081,87443,1993-06-15
11081,90685,1994-06-15
11081,94551,1995-06-15
11081,96336,1996-06-14
11081,95866,1997-06-14
11081,98125,1998-06-14
11081,102237,1999-06-14
11081,103221,2000-06-13
11081,105928,2001-06-13
11081,105429,2002-06-13
11083,90972,1992-10-04
11083,92530,1993-10-04
11083,92752,1994-10-04
11083,94212,1995-10-04
11083,93722,1996-10-03
11083,97478,1997-10-03
11083,97965,1998-10-03
11083,99136,1999-10-03
11083,100245,2000-10-02
11083,103320,2001-10-02
11085,80340,2001-02-08
11085,83301,2002-02-08
11087,80542,2001-03-17
11087,82057,2002-03-17
11092,81993,2001-04-04
11092,82823,2002-04-03
11099,81756,1985-12-31
11099,84692,1986-12-31
11099,85887,1987-12-31
11099,85848,1988-12-30
11099,87068,1989-12-30
11099,91289,1990-12-30
11099,94720,1991-12-30
11099,97579,1992-12-29
11099,98704,1993-12-29
